Year,Ward,WD12CD,WD12CDO,Candidate,Party,Votes,Result
2019,Oldfield Park,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Shaun Andrew Stephenson-McGall,Liberal Democrats,759,Elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Martin John Beresford Veal,Independent,269,Not elected
2019,Southdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Dine Romero,Liberal Democrats,1119,Elected
2019,Keynsham North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Olivia Leydenfrost,Liberal Democrats,343,Not elected
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jonathan David Adcock,Liberal Democrats,445,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lesley Ann Mansell,Labour and Co-operative Party,383,Not elected
2017,Newbridge,E05001959,00HAPM,Dick Daniel,Green Party,209,Not elected
2019,High Littleton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Leslie John Kew,Conservative Party,320,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Kevin Ronald Guy,Liberal Democrats,1222,Elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Michelle O'Doherty,Liberal Democrats,1439,Elected
2019,Saltford,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Emma Clare Dixon,Conservative Party,775,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Philip Michael Allen,UK Independence Party,234,Not elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David Miller Workman,Conservative Party,460,Not elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Joan Liley,Labour Party,299,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Christian Michael Wach,Green Party,247,Not elected
