title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Patch around drain cover has failed,https://www.fixmystreet.com/report/943359,2016-12-16 14:07:57 UTC,confirmed,2016-12-16 14:10:17 UTC,Potholes,2016-12-16 14:10:17 UTC,51.358297,-2.375992,Lyncombe,"(51.358297, -2.375992)",18,262,17,1,4
Illegal parking in disabled bay,https://www.fixmystreet.com/report/727023,2015-12-09 15:42:55 UTC,unconfirmed,,Car parking,2015-12-09 15:42:55 UTC,51.311223,-2.448511,Camerton,"(51.311223, -2.448511)",9,63,22,1,28
Persistent Fly Tipping!,https://www.fixmystreet.com/report/940215,2016-12-10 19:44:22 UTC,confirmed,2016-12-10 19:45:33 UTC,Flytipping,2016-12-10 19:45:33 UTC,51.305696,-2.459879,Paulton,"(51.305696, -2.459879)",13,581,23,1,69
Pothole outside front door of Dolphin House,https://www.fixmystreet.com/report/973908,2017-02-06 09:48:01 UTC,confirmed,2017-02-06 09:51:21 UTC,Potholes,2017-02-06 09:51:21 UTC,51.336471,-2.314161,Freshford,"(51.336471, -2.314161)",10,52,10,1,113
Potholes,https://www.fixmystreet.com/report/802556,2016-04-05 11:51:52 UTC,confirmed,2016-04-05 11:55:22 UTC,Potholes,2016-04-05 11:55:22 UTC,51.297795,-2.575539,Hinton Blewett,"(51.297795, -2.575539)",2,273,21,1,6
Post Box out of action,https://www.fixmystreet.com/report/672118,2015-08-05 15:47:10 UTC,confirmed,2015-08-05 15:50:18 UTC,Other,2015-08-05 15:50:18 UTC,51.280042,-2.468007,Westfield,"(51.280042, -2.468007)",26,516,26,1,98
Dumped sainsburys trolley,https://www.fixmystreet.com/report/785991,2016-03-11 14:40:49 UTC,confirmed,2016-03-11 14:50:09 UTC,Other,2016-03-11 14:50:09 UTC,51.3601,-2.361483,Combe Down,"(51.3601, -2.361483)",19,121,18,1,36
Money wasting hedge trimmer knocked down verge marker posts,https://www.fixmystreet.com/report/832394,2016-05-30 20:47:32 UTC,confirmed,2016-05-30 20:50:32 UTC,Roads/highways,2016-11-26 11:37:42 UTC,51.347341,-2.473148,Farmborough,"(51.347341, -2.473148)",8,127,16,1,40
Overrunning roadworks,https://www.fixmystreet.com/report/991566,2017-02-28 21:46:34 UTC,fixed - user,2017-02-28 21:50:32 UTC,Roads/highways,2017-03-03 12:38:10 UTC,51.392682,-2.370519,Lansdown,"(51.392682, -2.370519)",21,238,7,1,1
Cars parking on footpaths and grass areas blocking padestrians and bus route.,https://www.fixmystreet.com/report/1006003,2017-03-19 18:32:21 UTC,confirmed,2017-03-19 18:41:29 UTC,Car parking,2017-03-19 18:41:29 UTC,51.322703,-2.478047,Timsbury,"(51.322703, -2.478047)",14,462,16,1,87
Path from road to park,https://www.fixmystreet.com/report/832117,2016-05-30 11:04:14 UTC,confirmed,2016-05-30 11:10:10 UTC,Pavements/footpaths,2016-05-30 11:10:10 UTC,51.285946,-2.47089,Westfield,"(51.285946, -2.47089)",26,509,26,1,97
Somebody living in a tent,https://www.fixmystreet.com/report/848833,2016-06-27 13:43:21 UTC,confirmed,2016-06-27 13:45:11 UTC,Other,2016-06-27 13:45:11 UTC,51.296792,-2.451861,Radstock,"(51.296792, -2.451861)",12,421,24,1,76
Obstruction of footpath,https://www.fixmystreet.com/report/870659,2016-08-01 19:05:07 UTC,confirmed,2016-08-02 16:25:21 UTC,Pavements/footpaths,2016-08-02 16:25:21 UTC,51.401455,-2.464848,Saltford,"(51.401455, -2.464848)",17,433,16,1,82
"Massive pothole in middle of the road, can cause extensive damage to cars",https://www.fixmystreet.com/report/976212,2017-02-08 14:43:30 UTC,confirmed,2017-02-08 14:50:28 UTC,Potholes,2017-02-08 14:50:28 UTC,51.322037,-2.540957,Cameley,"(51.322037, -2.540957)",2,270,20,1,7
Pothole,https://www.fixmystreet.com/report/957497,2017-01-13 18:42:44 UTC,confirmed,2017-01-13 19:10:50 UTC,Potholes,2017-02-10 21:31:12 UTC,51.365484,-2.321758,Combe Down,"(51.365484, -2.321758)",19,105,18,1,37
Very bad litter all along A46 from Bath northwards.,https://www.fixmystreet.com/report/779200,2016-03-02 13:41:27 UTC,confirmed,2016-03-02 13:45:24 UTC,Rubbish (refuse and recycling),2016-03-02 13:45:24 UTC,51.404843,-2.340459,Swainswick,"(51.404843, -2.340459)",1,51,10,1,25
40mph speed limit sign,https://www.fixmystreet.com/report/679951,2015-08-23 23:53:55 UTC,fixed - user,2015-08-23 23:55:23 UTC,Road traffic signs,2015-09-01 20:46:29 UTC,51.329953,-2.409418,Dunkerton and Tunley,"(51.329953, -2.409418)",9,65,22,1,28
Very low trees.,https://www.fixmystreet.com/report/857379,2016-07-11 09:03:40 UTC,confirmed,2016-07-11 10:40:22 UTC,Trees,2016-08-08 12:18:23 UTC,51.31473,-2.439552,Peasedown St John,"(51.31473, -2.439552)",15,392,22,1,71
Terrible and dangerolus potholes in the road outside Tabor Farm. North Road,https://www.fixmystreet.com/report/1005816,2017-03-19 14:10:10 UTC,confirmed,2017-03-19 14:15:19 UTC,Potholes,2017-03-19 14:15:19 UTC,51.32871,-2.478319,Timsbury,"(51.32871, -2.478319)",14,455,16,1,88
Rubble in road,https://www.fixmystreet.com/report/898317,2016-09-19 08:41:24 UTC,fixed - user,2016-09-19 08:45:16 UTC,Flytipping,2016-10-18 21:21:54 UTC,51.335762,-2.669647,Nempnett Thrubwell,"(51.335762, -2.669647)",4,88,21,1,32
One loose manhole cover is very noisy day and night.,https://www.fixmystreet.com/report/968194,2017-01-30 07:02:11 UTC,confirmed,2017-01-30 07:05:23 UTC,Other,2017-01-30 07:05:23 UTC,51.381999,-2.367154,Kingsmead,"(51.381999, -2.367154)",34,195,9,1,55
"Pothole near centreline of road, northbound, just as road merges into single lane",https://www.fixmystreet.com/report/959529,2017-01-16 22:49:23 UTC,fixed - user,2017-01-16 22:50:13 UTC,Potholes,2017-02-13 23:05:13 UTC,51.414621,-2.346069,Swainswick,"(51.414621, -2.346069)",1,51,10,1,25
Pothole/Sunken Manhole,https://www.fixmystreet.com/report/769927,2016-02-17 19:38:04 UTC,confirmed,2016-02-17 19:40:17 UTC,Roads/highways,2016-02-17 19:40:17 UTC,51.408965,-2.396639,Charlcombe,"(51.408965, -2.396639)",1,47,10,1,25
Overgrown weeds,https://www.fixmystreet.com/report/916624,2016-10-24 12:41:06 UTC,confirmed,2016-10-24 12:45:26 UTC,Pavements/footpaths,2016-10-24 12:45:26 UTC,51.292102,-2.447997,Radstock,"(51.292102, -2.447997)",12,413,24,1,79
Large deep pothole,https://www.fixmystreet.com/report/817097,2016-04-29 21:20:33 UTC,fixed - user,2016-04-29 21:25:16 UTC,Potholes,2016-06-24 22:12:32 UTC,51.341274,-2.413604,Dunkerton and Tunley,"(51.341274, -2.413604)",9,65,22,1,28
Pot hole in road on left hand side as if you were driing into Bristol,https://www.fixmystreet.com/report/840152,2016-06-13 11:28:24 UTC,confirmed,2016-06-13 11:30:48 UTC,Potholes,2016-06-13 11:30:48 UTC,51.37165,-2.548976,Publow,"(51.37165, -2.548976)",7,400,20,1,74
Overgrown hedges,https://www.fixmystreet.com/report/864939,2016-07-22 19:37:13 UTC,confirmed,2016-07-22 19:40:09 UTC,Parks/landscapes,2016-08-19 20:05:01 UTC,51.406245,-2.550463,Whitchurch,"(51.406245, -2.550463)",7,403,20,1,75
Damage tree - branch blocking footway,https://www.fixmystreet.com/report/673100,2015-08-07 10:44:39 UTC,confirmed,2015-08-07 10:45:11 UTC,Trees,2015-08-07 10:45:11 UTC,51.388013,-2.367087,Kingsmead,"(51.388013, -2.367087)",34,200,9,1,115
Skip and barriers take up 2 parking spaces not 1,https://www.fixmystreet.com/report/918452,2016-10-27 16:45:25 UTC,fixed - user,2016-10-27 16:50:11 UTC,Roads/highways,2017-01-16 12:37:46 UTC,51.389247,-2.364364,Lansdown,"(51.389247, -2.364364)",21,246,7,1,2
Bags of rubbish in field entrance,https://www.fixmystreet.com/report/936604,2016-12-03 15:46:53 UTC,confirmed,2016-12-03 15:50:16 UTC,Flytipping,2016-12-03 15:50:16 UTC,51.390933,-2.566371,Norton Malreward,"(51.390933, -2.566371)",6,85,21,1,31
Pothole,https://www.fixmystreet.com/report/947325,2016-12-26 13:57:23 UTC,fixed - user,2016-12-26 15:35:11 UTC,Potholes,2017-01-23 16:10:35 UTC,51.362875,-2.340194,Widcombe,"(51.362875, -2.340194)",19,558,12,1,110
Street light not working,https://www.fixmystreet.com/report/706516,2015-10-24 11:39:47 UTC,unconfirmed,,Street lighting,2015-10-24 11:39:47 UTC,51.407958,-2.500395,Keynsham,"(51.407958, -2.500395)",37,186,2,1,53
Two drains blocked with silt causing road to flood when raing hard,https://www.fixmystreet.com/report/806479,2016-04-11 12:05:58 UTC,fixed - user,2016-04-11 12:10:31 UTC,Roads/highways,2017-02-03 17:09:34 UTC,51.334121,-2.524406,Clutton,"(51.334121, -2.524406)",5,95,20,1,34
Overhanging foliage,https://www.fixmystreet.com/report/873247,2016-08-05 14:32:00 UTC,fixed - user,2016-08-05 14:35:20 UTC,Pavements/footpaths,2016-10-01 10:00:55 UTC,51.379453,-2.341379,Bathwick,"(51.379453, -2.341379)",22,77,12,1,29
Dangerous step up/down,https://www.fixmystreet.com/report/717518,2015-11-18 12:15:29 UTC,confirmed,2015-11-18 12:20:45 UTC,Pavements/footpaths,2016-01-06 13:48:02 UTC,51.394559,-2.38056,Weston,"(51.394559, -2.38056)",20,550,5,1,107
Missed recycling collection,https://www.fixmystreet.com/report/684905,2015-09-04 08:21:28 UTC,fixed - user,2015-09-04 08:25:11 UTC,Rubbish (refuse and recycling),2015-09-11 11:23:10 UTC,51.392411,-2.387119,Weston,"(51.392411, -2.387119)",20,551,5,1,107
Overhanging foliage,https://www.fixmystreet.com/report/868288,2016-07-28 12:56:40 UTC,fixed - user,2016-07-28 17:10:23 UTC,Pavements/footpaths,2016-12-16 18:30:07 UTC,51.291805,-2.461406,Radstock,"(51.291805, -2.461406)",12,421,24,1,76
Potholes on edge of carriageway,https://www.fixmystreet.com/report/893816,2016-09-10 20:43:01 UTC,confirmed,2016-09-10 20:45:11 UTC,Potholes,2016-12-03 22:22:18 UTC,51.318118,-2.471059,Camerton,"(51.318118, -2.471059)",9,62,22,1,28
Road flooding and poor road surface,https://www.fixmystreet.com/report/978292,2017-02-11 11:03:24 UTC,confirmed,2017-02-11 11:05:23 UTC,Roads/highways,2017-02-11 11:05:23 UTC,51.325451,-2.650711,Compton Martin,"(51.325451, -2.650711)",4,87,21,1,32
Sunken/broken road surface,https://www.fixmystreet.com/report/850751,2016-06-29 17:41:25 UTC,confirmed,2016-06-29 17:45:17 UTC,Potholes,2016-06-29 17:45:17 UTC,51.330217,-2.547629,Clutton,"(51.330217, -2.547629)",5,100,20,1,35
Flytipping by road,https://www.fixmystreet.com/report/756914,2016-01-30 21:15:22 UTC,confirmed,2016-01-30 21:20:26 UTC,Flytipping,2016-01-30 21:20:26 UTC,51.396172,-2.583864,Whitchurch,"(51.396172, -2.583864)",7,404,20,1,75
Fallen branch in road,https://www.fixmystreet.com/report/935626,2016-12-01 09:08:38 UTC,fixed - user,2016-12-01 09:10:12 UTC,Roads/highways,2017-02-11 10:59:37 UTC,51.348361,-2.638684,Chew Stoke,"(51.348361, -2.638684)",6,82,21,1,31
Cars & caravans dumped in Coombend,https://www.fixmystreet.com/report/848806,2016-06-27 13:21:22 UTC,confirmed,2016-06-27 13:25:09 UTC,Abandoned vehicles,2016-07-25 13:58:02 UTC,51.296275,-2.451611,Radstock,"(51.296275, -2.451611)",12,421,24,1,76
The residents of the bungalows are throwing their garden rubbish onto the public footpath,https://www.fixmystreet.com/report/1001138,2017-03-12 17:33:13 UTC,confirmed,2017-03-12 17:35:35 UTC,Flytipping,2017-03-12 17:35:35 UTC,51.317959,-2.459347,Camerton,"(51.317959, -2.459347)",9,63,22,1,28
Street light M75 not working.,https://www.fixmystreet.com/report/977357,2017-02-09 20:20:07 UTC,fixed - user,2017-02-09 20:25:20 UTC,Street lighting,2017-02-16 19:23:06 UTC,51.285856,-2.470817,Westfield,"(51.285856, -2.470817)",26,509,26,1,97
Large Pothole,https://www.fixmystreet.com/report/748732,2016-01-19 08:23:15 UTC,fixed - user,2016-01-19 08:25:09 UTC,Potholes,2016-02-16 09:08:51 UTC,51.403818,-2.39623,Weston,"(51.403818, -2.39623)",20,555,5,1,105
Rubish everwhere,https://www.fixmystreet.com/report/777433,2016-02-28 21:51:09 UTC,confirmed,2016-02-28 21:55:30 UTC,Rubbish (refuse and recycling),2016-02-28 21:55:30 UTC,51.294621,-2.491947,Midsomer Norton,"(51.294621, -2.491947)",11,280,25,1,10
Inaccessible path,https://www.fixmystreet.com/report/929402,2016-11-19 11:58:49 UTC,confirmed,2016-11-19 14:35:10 UTC,Pavements/footpaths,2016-11-19 14:35:10 UTC,51.381977,-2.395192,Newbridge,"(51.381977, -2.395192)",29,308,8,1,15
Inaccurate and out of date cycle route signage,https://www.fixmystreet.com/report/903918,2016-09-28 18:51:32 UTC,confirmed,2016-09-28 18:55:23 UTC,Road traffic signs,2016-12-22 00:23:26 UTC,51.291343,-2.446953,Radstock,"(51.291343, -2.446953)",12,413,24,1,79
Multiple Pot Holes,https://www.fixmystreet.com/report/751597,2016-01-23 11:16:08 UTC,confirmed,2016-01-23 11:20:32 UTC,Potholes,2016-02-21 10:48:42 UTC,51.391197,-2.382944,Weston,"(51.391197, -2.382944)",20,550,5,1,107
Missed recycling collection,https://www.fixmystreet.com/report/745970,2016-01-14 15:59:46 UTC,fixed - user,2016-01-14 16:05:30 UTC,Rubbish (refuse and recycling),2016-02-11 21:29:29 UTC,51.392312,-2.387152,Weston,"(51.392312, -2.387152)",20,551,5,1,107
6in deep pothole near lamppost No 50,https://www.fixmystreet.com/report/931245,2016-11-22 18:00:45 UTC,fixed - user,2016-11-22 18:05:11 UTC,Potholes,2016-12-23 15:33:34 UTC,51.407542,-2.469822,Saltford,"(51.407542, -2.469822)",17,427,16,1,82
Pothole / depression in the road,https://www.fixmystreet.com/report/817377,2016-04-30 17:52:46 UTC,confirmed,2016-04-30 17:55:33 UTC,Potholes,2016-04-30 17:55:33 UTC,51.366234,-2.319514,Combe Down,"(51.366234, -2.319514)",19,105,18,1,37
Shared use cycle/pedestrian path not signed as such,https://www.fixmystreet.com/report/687561,2015-09-10 09:36:02 UTC,confirmed,2015-09-10 09:40:53 UTC,Road traffic signs,2016-07-15 23:18:44 UTC,51.290792,-2.462188,Westfield,"(51.290792, -2.462188)",26,507,26,1,99
Overgrown bridleways,https://www.fixmystreet.com/report/881472,2016-08-19 13:36:16 UTC,unconfirmed,,Other,2016-08-19 13:36:16 UTC,51.345894,-2.353978,Southstoke,"(51.345894, -2.353978)",10,58,10,1,113
Hedge trim needed,https://www.fixmystreet.com/report/701463,2015-10-12 13:35:31 UTC,confirmed,2015-10-12 13:40:12 UTC,Roads/highways,2015-12-07 18:08:26 UTC,51.291598,-2.461889,Radstock,"(51.291598, -2.461889)",12,421,24,1,76
Graffiti on lamp post,https://www.fixmystreet.com/report/951844,2017-01-05 08:00:37 UTC,confirmed,2017-01-05 08:05:27 UTC,Graffiti,2017-01-05 08:05:27 UTC,51.40846,-2.493419,Keynsham,"(51.40846, -2.493419)",16,142,3,1,46
Pot hole around small drain cover,https://www.fixmystreet.com/report/765459,2016-02-10 23:42:32 UTC,fixed - user,2016-02-10 23:45:21 UTC,Potholes,2016-02-28 22:38:42 UTC,51.310267,-2.494149,Paulton,"(51.310267, -2.494149)",13,375,23,1,69
"Red car abandoned, smashed windscreens",https://www.fixmystreet.com/report/802087,2016-04-04 19:18:03 UTC,confirmed,2016-04-04 19:20:09 UTC,Abandoned vehicles,2016-04-04 19:20:09 UTC,51.369585,-2.58956,Chew Magna,"(51.369585, -2.58956)",6,79,21,1,31
Sudden proliferation of trip hazard backless low benches,https://www.fixmystreet.com/report/821826,2016-05-09 17:00:23 UTC,confirmed,2016-05-09 17:05:10 UTC,Other,2016-06-06 19:14:53 UTC,51.380578,-2.362533,Abbey,"(51.380578, -2.362533)",35,14,7,1,20
Trim back needed.,https://www.fixmystreet.com/report/843743,2016-06-19 13:38:34 UTC,fixed - user,2016-06-19 15:10:14 UTC,Pavements/footpaths,2016-08-25 23:50:30 UTC,51.286069,-2.47329,Westfield,"(51.286069, -2.47329)",26,509,26,1,97
Plastic salt/grit bin on Staples Hill smashed up,https://www.fixmystreet.com/report/709520,2015-10-31 19:26:39 UTC,fixed - user,2015-10-31 19:30:12 UTC,Other,2017-01-16 18:29:29 UTC,51.33448,-2.300964,Freshford,"(51.33448, -2.300964)",10,52,10,1,113
Diseased/rotten tree posing risk to property,https://www.fixmystreet.com/report/757827,2016-02-01 10:32:15 UTC,confirmed,2016-02-01 10:35:21 UTC,Trees,2016-03-03 12:13:14 UTC,51.368187,-2.605427,Chew Magna,"(51.368187, -2.605427)",6,78,21,1,31
Road surface worn away just where all traffic is trying to turn the curve. Location between supermarket exit and A4 Bath exit,https://www.fixmystreet.com/report/976883,2017-02-09 11:04:32 UTC,confirmed,2017-02-09 11:17:36 UTC,Potholes,2017-02-09 11:17:36 UTC,51.412654,-2.482117,Keynsham,"(51.412654, -2.482117)",16,154,3,1,47
Abandoned Car,https://www.fixmystreet.com/report/969973,2017-02-01 09:16:40 UTC,confirmed,2017-02-01 09:26:47 UTC,Abandoned vehicles,2017-02-01 11:47:54 UTC,51.398301,-2.33717,Lambridge,"(51.398301, -2.33717)",23,230,4,1,58
Pothole outside entrance to rainbow woods,https://www.fixmystreet.com/report/785018,2016-03-10 11:25:06 UTC,confirmed,2016-03-10 11:30:22 UTC,Potholes,2016-03-10 11:30:22 UTC,51.362837,-2.340221,Combe Down,"(51.362837, -2.340221)",19,113,18,1,37
Pothole on the white line of the road,https://www.fixmystreet.com/report/1005980,2017-03-19 17:56:40 UTC,confirmed,2017-03-19 18:01:36 UTC,Potholes,2017-03-19 18:01:36 UTC,51.380034,-2.552209,Publow,"(51.380034, -2.552209)",7,399,20,1,74
Load of junk dumped outside kids playground,https://www.fixmystreet.com/report/851621,2016-07-01 08:21:00 UTC,unconfirmed,,Flytipping,2016-07-01 08:21:00 UTC,51.400084,-2.55278,Whitchurch,"(51.400084, -2.55278)",7,403,20,1,75
Missing warning signs,https://www.fixmystreet.com/report/846939,2016-06-23 17:20:40 UTC,confirmed,2016-06-23 17:25:27 UTC,Roads/highways,2016-06-23 17:25:27 UTC,51.420899,-2.52245,Keynsham,"(51.420899, -2.52245)",24,161,1,1,48
Pot holes,https://www.fixmystreet.com/report/771807,2016-02-20 17:13:54 UTC,confirmed,2016-02-20 17:15:38 UTC,Potholes,2016-02-20 17:15:38 UTC,51.419358,-2.514983,Keynsham,"(51.419358, -2.514983)",24,161,1,1,48
Pothole outside Wellow Trekking Stables,https://www.fixmystreet.com/report/922180,2016-11-03 16:02:50 UTC,fixed - user,2016-11-03 16:05:59 UTC,Potholes,2016-11-13 08:54:02 UTC,51.322805,-2.365457,Wellow,"(51.322805, -2.365457)",10,60,10,1,114
Surface condition of tarmac very poor along the whole of Inverness Road,https://www.fixmystreet.com/report/959371,2017-01-16 18:36:31 UTC,confirmed,2017-01-16 18:41:22 UTC,Potholes,2017-01-16 18:41:22 UTC,51.380456,-2.385331,Westmoreland,"(51.380456, -2.385331)",32,523,13,1,102
15 dimpled plastic bags in the hedge plus a huge number of discarded bottles and tins along this stretch of country lane,https://www.fixmystreet.com/report/1000222,2017-03-11 07:14:19 UTC,confirmed,2017-03-11 07:15:13 UTC,Flytipping,2017-03-11 07:15:13 UTC,51.408635,-2.547891,Whitchurch,"(51.408635, -2.547891)",7,403,20,1,75
40mph repeater signs are missing,https://www.fixmystreet.com/report/862142,2016-07-18 20:46:05 UTC,confirmed,2016-07-18 20:50:09 UTC,Road traffic signs,2016-07-18 20:50:09 UTC,51.40287,-2.461582,Saltford,"(51.40287, -2.461582)",17,430,16,1,80
Abandoned car in busy junction,https://www.fixmystreet.com/report/941920,2016-12-14 08:59:23 UTC,fixed - user,2016-12-14 09:00:11 UTC,Abandoned vehicles,2017-01-11 09:54:43 UTC,51.359467,-2.318243,Monkton Combe,"(51.359467, -2.318243)",10,56,10,1,113
Broken pavement surface,https://www.fixmystreet.com/report/859749,2016-07-14 14:46:32 UTC,fixed - user,2016-07-14 14:50:33 UTC,Pavements/footpaths,2016-08-31 11:54:36 UTC,51.389455,-2.365772,Lansdown,"(51.389455, -2.365772)",21,246,7,1,2
Dislodged kerbstones at corner,https://www.fixmystreet.com/report/712648,2015-11-07 19:26:44 UTC,fixed - user,2015-11-07 19:30:26 UTC,Pavements/footpaths,2015-12-06 15:54:42 UTC,51.392374,-2.365608,Lansdown,"(51.392374, -2.365608)",21,240,7,1,1
Out of date cycle route markings,https://www.fixmystreet.com/report/694787,2015-09-27 15:43:36 UTC,confirmed,2015-09-27 15:45:14 UTC,Road traffic signs,2016-02-15 17:27:27 UTC,51.292013,-2.445957,Radstock,"(51.292013, -2.445957)",12,413,24,1,79
Big pot hole on junction,https://www.fixmystreet.com/report/809457,2016-04-15 19:12:19 UTC,confirmed,2016-04-15 19:15:16 UTC,Potholes,2016-04-15 19:15:16 UTC,51.283335,-2.487575,Midsomer Norton,"(51.283335, -2.487575)",25,302,27,1,13
M74 street light just glowing red and flashing.,https://www.fixmystreet.com/report/995439,2017-03-05 19:20:59 UTC,fixed - user,2017-03-05 19:25:20 UTC,Street lighting,2017-03-13 19:05:42 UTC,51.285467,-2.470865,Westfield,"(51.285467, -2.470865)",26,509,26,1,97
Lane markings completely worn away,https://www.fixmystreet.com/report/669596,2015-07-30 16:23:06 UTC,confirmed,2015-07-30 16:25:11 UTC,Road traffic signs,2015-07-30 16:25:11 UTC,51.424867,-2.516492,Keynsham,"(51.424867, -2.516492)",24,161,1,1,48
Dangerous pothole on Paulto Hill,https://www.fixmystreet.com/report/804796,2016-04-08 11:49:22 UTC,confirmed,2016-04-08 11:55:17 UTC,Potholes,2016-07-27 08:37:41 UTC,51.309011,-2.480275,Paulton,"(51.309011, -2.480275)",13,581,23,1,69
Over grown plants /bushes blocking pavement.,https://www.fixmystreet.com/report/893186,2016-09-09 12:06:25 UTC,confirmed,2016-09-10 18:55:17 UTC,Pavements/footpaths,2017-03-02 17:00:23 UTC,51.284678,-2.459621,Westfield,"(51.284678, -2.459621)",26,518,26,1,98
No gateway signs tio show change in speed limit,https://www.fixmystreet.com/report/908395,2016-10-06 17:34:44 UTC,confirmed,2016-10-06 17:40:21 UTC,Road traffic signs,2016-11-03 20:56:34 UTC,51.278484,-2.474075,Westfield,"(51.278484, -2.474075)",26,520,26,1,100
