Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CTgQsM.jpg,159,10,Midsomer Norton,Gullock tyning,Sports centre car park,0,,"(51.286287, -2.478457)",11,289,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0-WzlwkM.jpg,100,10,,Canterbury road,Memorial park entrance from Canterbury road,0,Brunel,"(51.376837, -2.376828)",31,348,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__N9QoM.jpg,123,10,Oldfield Park,Junction road,Outside the coach house on corner of junction road,0,Knight,"(51.375608, -2.372512)",33,565,12,1,112
,130.1,10,Temple Cloud,A37 Upper Bristol Road,Opposite Chinease Takeaway,LB0111,,"(51.321298, -2.544322)",2,270,20,1,7
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA8-_epwkM.jpg,42,10,Keynsham,Cherwell road,Where breaches lane meets Cherwell road,0,Knight,"(51.408123, -2.485859)",16,141,3,1,47
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CT1QkM.jpg,106.5,5,Midsomer Norton,Clapton Road,Access gate opposite play area on pavement,LB0136,Leafield,"(51.283469, -2.49353)",25,304,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eg4wkM.jpg,76,50,Lower Weston,Newbridge road,"Locksbrook cemetery bus stop EB, closer to cemetery",0,Knight,"(51.384254, -2.385632)",34,207,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bfwQoM.jpg,127,10,Southdown,Southdown road,Premier shop,0,,"(51.37093, -2.390276)",27,445,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rf4QgM.jpg,243,10,Peasedown St John,Bath road,Peasedown st John  by pizza shop,Unknown,Knight,"(51.315588, -2.426699)",15,382,22,1,71
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bXpwoM.jpg,88,10,Keynsham,Ashton way,"Ashton way car park, by entrance neat toilets",0,Knight,"(51.415487, -2.499457)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggeXqgggM.jpg,30.1,5,Keynsham,Temple Street,Next to bench outside Riverside offices,LB0121,Leafield,"(51.412652, -2.497207)",37,182,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0-Wz9wgM.jpg,212,10,,Hawthorn grove,Hawthorn gardens nearer Bradford road,0,,"(51.358703, -2.361299)",19,119,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5DY-AkM.jpg,101,10,City Centre,Charlotte street,Charlotte street car park area E,0,Other,"(51.384729, -2.369774)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9_l5woM.jpg,99,30,Lansdown,Belvedere,Hedgemead park beyond playground on right fork overlooking St Swithin's church,0,Other,"(51.3889, -2.360096)",21,245,7,1,59
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4P81AgM.jpg,138,10,Radstock,Woodborough road,Woodborough road park,0,Knight,"(51.295634, -2.442753)",12,408,24,1,77
,128.8,5,Temple Cloud,Meadway,By Cameley C of E School,LB0161,,"(51.320723, -2.540119)",2,270,20,1,7
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__N8wsM.jpg,41.6,10,Lower Weston,A431,"Locksbrook Cemetery, pedestrian entrance",LB0105,Leafield,"(51.385787, -2.388317)",34,202,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMqAgM.jpg,166,30,Fairfield Park,Fairfield park road,Fairfield park road by a bench,0,Knight,"(51.398324, -2.358197)",23,226,4,1,57
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9KNswgM.jpg,163.8,10,Peasedown St John,Braysdown Lane,Braysdown Lane,LB0028,Jubilee,"(51.31375, -2.425943)",15,385,22,1,73
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29b68wkM.jpg,130,10,Southdown,Englishcombe lane,Entrance to Hillcrest open space from ivy avenue,0,,"(51.369737, -2.388066)",27,445,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggeXq_AsM.jpg,61.3,5,Keynsham,Charlton Road,Lays Farm bus stop,LB0171,Leafield,"(51.407644, -2.514797)",24,167,1,1,48
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8-WzQgM.jpg,110,10,Stanton Drew,Upper Stanton Road,opposite school,Unknown,Knight,"(51.362464, -2.574373)",5,101,20,1,34
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA85_CxQgM.jpg,128,10,Corston,Meadlands,Corston  meadlamds,Unknown,Knight,"(51.386789, -2.438239)",8,124,16,1,41
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA88bB-QoM.jpg,183,10,Midsomer Norton,Lynton road,Bottom of lynton road on footpath,0,Knight,"(51.281072, -2.475863)",26,517,26,1,100
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7StxQoM.jpg,90,10,City Centre,Green park road,Pay and display machine in centre of Avon street car park,0,Other,"(51.378489, -2.361712)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgof3F8AoM.jpg,161.6,10,Combe Down,The Avenue,Opposite the Co-Op outside Randy's Bikes,LB0333,Leafield,"(51.359762, -2.34671)",19,117,18,1,38
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ru8QoM.jpg,100,10,Batheaston,North end,Junc of eagle road and north end,0,,"(51.413132, -2.319311)",1,34,10,1,25
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4fpqgkM.jpg,143,10,Westfield,Glebelands,Glebelands outside #51A,0,Knight,"(51.284691, -2.462224)",26,515,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CTkQsM.jpg,109,30,,Pullmead road,Back of centurion pub nearer infant sch,0,Knight,"(51.378497, -2.402462)",28,465,11,1,91
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAt-aovggM.jpg,23.3,10,Lambridge,London Road,Lambridge Bus Stop,LB0221,Jubilee,"(51.396364, -2.34203)",23,224,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgoYW31wsM.jpg,54.2,10,Keynsham,Queens Road by shops,Outside Community @ 67,LB0079,Jubilee,"(51.40868, -2.508118)",37,187,2,1,53
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27uuswsM.jpg,27.9,10,Kingsmead,Monmouth Place,Outside Chinese takeaway,BB,Big Belly,"(51.383195, -2.366714)",34,212,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nEsQkM.jpg,116,30,,Kingston buildings,Tourist Info,0,Big Belly,"(51.381179, -2.358967)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5DYhAoM.jpg,61,10,Widcombe,A36,River bank near widcombe,0,Knight,"(51.377481, -2.354925)",33,564,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2fbDpgoM.jpg,62.9,5,Weston,Southlands,At the top of the footpath leading to Weston High Street,LB0279,Leafield,"(51.396337, -2.393522)",20,545,5,1,108
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA89TSxggM.jpg,103,10,Lower Weston,Upper Bristol road,Upper Bristol road opposite the hop pole pub,0,Big Belly,"(51.385204, -2.375263)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsZb3mgkM.jpg,23.7,5,Kingsmead Bath,Upper Bristol Road,Outside Ivy Lodge at Comfortable Place,LB0289,Leafield,"(51.384401, -2.373329)",34,205,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nWkQgM.jpg,38.9,5,Keynsham,Staple Grove,"Downfield Footpath between Staple Grove and Cleeve Grove, Keynsham",LB0049,Jubilee,"(51.413078, -2.509635)",24,166,1,1,50
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8HW5AoM.jpg,178,10,Temple Cloud,Temple lane,Track off of Temple lane near school,Unknown,Other,"(51.32062, -2.539854)",2,270,20,1,7
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2d--6woM.jpg,118.4,10,Odd Down,Rush Hill,Next to post box outside Footsteps Nursery,LB0368,Jubilee,"(51.364886, -2.392712)",30,340,19,1,62
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27mdoQoM.jpg,86,10,Widcombe,Rossiter road,Claverton street car park,0,Other,"(51.3767, -2.353724)",33,572,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ru_QgM.jpg,148.1,5,Paulton,Salisbury Road,Outside Paulton Hospital Midsomer Norton Bound Bus Stop Side,LB0069,Jubilee,"(51.29924, -2.494328)",13,372,23,1,67
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2ygoM.jpg,125,10,Oldfield Park,Moorlands road,Junction of moorlands road and Ashford road,0,Knight,"(51.370448, -2.377744)",31,355,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm_7XogkM.jpg,210,10,High Littleton,A39,A39 by school,Unknown,Knight,"(51.319867, -2.510368)",3,135,23,1,42
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggf_z5gkM.jpg,22.7,5,Keynsham,Bath Road,Unity Road Bus Stop - 977 Eastbound,LB0175,Leafield,"(51.412515, -2.487128)",16,155,3,1,45
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu-DFvwoM.jpg,161,30,City Centre,High street,Outside cafe Nero and tk maxx,0,Big Belly,"(51.382516, -2.359065)",35,12,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg8cKD7wgM.jpg,75.2,10,Oldfield,Moorlands Rec Play Area,By gate facing car park,LB0281,Leafield,"(51.368714, -2.378573)",31,360,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA85_CxQkM.jpg,194,10,High Littleton,A39,A39 grey field road,Unknown,Knight,"(51.324308, -2.51115)",3,139,23,1,42
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OS9AkM.jpg,87,10,Chew Magna,Dumpers lane,End of lane.100 meters along track over bridge.,Unknown,Knight,"(51.363783, -2.614527)",6,80,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7i16ggM.jpg,146,10,Combe Down,Cleevedale road,Shepard's walk - end of cleevedale road,0,,"(51.35814, -2.356342)",19,116,18,1,36
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mrrgkM.jpg,167,10,Westfield,Wells road,Outside chip shop on wells road,0,Jubilee,"(51.289054, -2.458608)",26,508,26,1,99
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgof3FsAoM.jpg,32.6,5,City Centre,Charlotte Street,Car park entrance by toilet block,LB0275,Leafield,"(51.383573, -2.365516)",34,193,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi7vL0wkM.jpg,90,30,,James street west,Outside bath store on James street west,0,Big Belly,"(51.381203, -2.363735)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA--j07QkM.jpg,95,10,Widcombe,Holloway,Bottom of Holloway by Alton place,0,Brunel,"(51.376412, -2.359903)",33,567,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_ukAgM.jpg,183,10,Whitchurch,A37,Hursley Hill lay by,0,Knight,"(51.386497, -2.550889)",7,399,20,1,74
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-7qL4wkM.jpg,173,10,Haydon,Kilmerston road,Top of hill on corner,0,Jubilee,"(51.284526, -2.447509)",12,419,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8HWlAsM.jpg,182,10,Farmborough,Timsbury rd,Timsbury rd Farmborough by bus shelter,Unknown,Other,"(51.343759, -2.4831)",8,127,16,1,40
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OStAoM.jpg,133,10,Bishop Sutton,Woodcroft.,By the bus shelter,Unknown,Knight,"(51.330816, -2.602081)",4,89,21,1,33
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9TLwwkM.jpg,110,10,Keynsham,Warwick road,St Francis church,0,Knight,"(51.40815, -2.505749)",37,187,2,1,53
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwb6tvAsM.jpg,104,5,Midsomer Norton,Church Lane,At roundabout by bench,LB0214,Jubilee,"(51.287695, -2.488278)",25,301,27,1,14
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ozQsM.jpg,83.7,5,East Harptree,Coley Road,Outside Cemetery,LB0124,,"(51.305547, -2.623109)",2,274,21,1,6
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_C5kwsM.jpg,94,10,,Newton road,Cost cutter by Hinton close sign,0,Knight,"(51.381947, -2.403957)",28,480,11,1,91
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA8-_e2wsM.jpg,90,10,Larkhall,Charlcombe lane,Larkhall rec by basketball net,0,Knight,"(51.400433, -2.347239)",23,218,4,1,56
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8TZsAgM.jpg,158,10,,Camden riad,Opposite number 5-6 Camden road,0,Brunel,"(51.389563, -2.360981)",21,245,7,1,59
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CTtQoM.jpg,144.1,5,Hinton Charterhouse,Branch Road,Cricket Club Entrance,LB0048,Jubilee,"(51.32366, -2.327778)",10,54,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA64nW-gkM.jpg,144,10,Moorlands,Hiscocks drive,Hiscocks drive green space,0,Knight,"(51.372447, -2.373381)",31,354,14,1,64
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7HBkAkM.jpg,128,10,Moorlands,Cotswold road,Linear park between exit to Cotswold road and monksdale road,0,Knight,"(51.372863, -2.376113)",31,353,14,1,64
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52irgoM.jpg,159,30,Oldfield Park,Third avenue,Outside Oldfield park vet surgery and bus stop,0,,"(51.376607, -2.376965)",31,347,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9fX-wgM.jpg,131,10,Walcot,Walcot street,Hilton hotel bus stop,0,Big Belly,"(51.384716, -2.359583)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-CcwAkM.jpg,86,10,Bathwick,Great pulteney street,Outside #76,0,Big Belly,"(51.38334, -2.355813)",35,9,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bf5QkM.jpg,106,5,Midsomer Norton,Orchard Vale/Greenacres,In car park of Orchard Vale Community Hall,LB0128,Leafield,"(51.286359, -2.496184)",25,306,27,1,14
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CzlgoM.jpg,92,10,Saltford,A4,Saltford shopping parade cycle racka nr Vauxhall garage,0,Other,"(51.40186, -2.456913)",17,431,16,1,81
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_yEmwoM.jpg,168,10,Radstock,Combend,Combend fish bar,0,Jubilee,"(51.293736, -2.448689)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bbzAgM.jpg,75.3,5,Bloomfield,Bloomfield Road,Bloomfield Play Area,N/A,Knight,"(51.371217, -2.367387)",18,254,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA276hlAoM.jpg,133,30,Freshford,.sharpstone lane,Freshford sharp stone lane,Unknown,Other,"(51.339061, -2.304566)",10,53,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA276h7AkM.jpg,79,10,Radstock,Fortescue road,Salon 57,0,Knight,"(51.292307, -2.447711)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24rumQoM.jpg,214,10,Odd Down,Upper Bloomfield road,Odd down playing fields,0,,"(51.36289, -2.376571)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA04HIsgoM.jpg,22.8,5,Widcombe,Archway Street,Widcombe Play Area,LB0106,Leafield,"(51.377953, -2.352223)",33,564,12,1,111
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg8aCn8AgM.jpg,168.5,10,Odd Down,Upper Bloomfield Road,Outside Lloyds Pharmacy,LB0202,Jubilee,"(51.36001, -2.378951)",30,331,19,1,60
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7nY7gkM.jpg,84,10,,Brook road,Rail path by Brook road and Oldfield station,0,Knight,"(51.379403, -2.380758)",32,528,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA04HI8gkM.jpg,54.3,10,Claverton,Warminster Road,Warminster Road Lay-by,LB0024,Jubilee,"(51.379177, -2.306413)",1,49,10,1,27
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6KFxwgM.jpg,82,10,City Centre,Green park road,2B by pay and display machine in a<br>Avon street multistorey car park,0,Other,"(51.378832, -2.362074)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA05_69wsM.jpg,184,10,Paulton,Bath road,Junc of Bristol hill and bath road,0,Knight,"(51.309054, -2.501277)",13,581,23,1,69
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bfpQsM.jpg,75.8,5,Bear Flat,Bear Flats,Where the road splits,LB0063,Jubilee,"(51.372321, -2.366332)",18,254,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-okQoM.jpg,126,10,Batheaston,Coalpit road,"Junc of coalpit road, fosse lane, bannerdown & London road",0,Knight,"(51.405333, -2.316916)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bf1QsM.jpg,84.976833,5,Midsomer Norton,MSN high street,MSN town hall left hand side,LB0017,Jubilee,"(51.285548, -2.482801)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nEiQgM.jpg,61,10,City Centre,Avon street,Right of Ladies toilets when back to coach park,0,Other,"(51.379523, -2.363657)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bf4QkM.jpg,103,10,Newbridge,Chelsea road,Junc of Kennington road and Chelsea road,0,Jubilee,"(51.385552, -2.389004)",29,325,8,1,15
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2erNygsM.jpg,27,10,Batheaston,School Lane,Next to footpath by school,LB0337,Jubilee,"(51.409279, -2.318936)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA88bBuQgM.jpg,82,10,Chew Stoke,Pilgrims way,By the Ford.,Unknown,Knight,"(51.352718, -2.63528)",6,82,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__NpQoM.jpg,223,10,Midsomer Norton,Charlton road,by Norton hill school,0,Knight,"(51.280604, -2.47987)",25,300,27,1,12
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27mdoQsM.jpg,65,10,City Centre,Green park road,Avon street car park by foot crossing across ambury,0,Other,"(51.378658, -2.361135)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7HBoAsM.jpg,121,10,Southdown,Coronation avenue,Happy garden chinese,0,,"(51.372669, -2.384203)",32,534,13,1,104
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687l2wkM.jpg,165,10,Westfield,Shelly road,Pit path,0,Other,"(51.286336, -2.472457)",26,509,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bbjAoM.jpg,117.8,5,Haydon,Kilmersdon Road,Inside of play area,LB0115,Leafield,"(51.282433, -2.451048)",12,419,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqbSOuQkM.jpg,163.5,10,Odd Down,Midford Road,Cross keys pub bus stop,LB0365,Jubilee,"(51.35539, -2.364182)",18,262,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgodC9vggM.jpg,26.9,5,Walcot,London Road,Outside Kwikfit,LB0222,Jubilee,"(51.393023, -2.349686)",36,487,6,1,95
